position,position_1:07:01::_the arrangement of the body and its limbs,straight/straight%5:00:00:erect:00/erect in posture,standing/standing%5:00:00:erect:00/having a supporting base,flat/flat%5:00:00:unerect:00/stretched out and lying at full length along the ground,sleeping/sleeping%5:00:00:unerect:00/lying with head on paws as if sleeping,bent/bent%5:00:02:unerect:00/used of the back and knees; stooped,vertical/vertical%3:00:02::/upright in position or posture,prone/prone%5:00:00:unerect:00/lying face downward,weeping/weeping%5:00:00:unerect:00/having branches or flower heads that bend downward,rampant/rampant%5:00:00:erect:00/rearing on left hind leg with forelegs elevated and head usually in profile,stooping/stooping%5:00:00:unerect:00/having the back and shoulders rounded; not erect,recumbent/recumbent%5:00:00:unerect:00/lying down; in a position of comfort or rest,supine/supine%5:00:00:unerect:00/lying face upward,couchant/couchant%5:00:00:unerect:00/lying on the stomach with head raised with legs pointed forward,erectile/erectile%5:00:00:erect:00/capable of being raised to an upright position,fastigiate/fastigiate%5:00:00:erect:00/having clusters of erect branches (often appearing to form a single column),orthostatic/orthostatic%5:00:00:erect:00/pertaining to an upright standing posture,passant/passant%5:00:00:erect:00/in walking position with right foreleg raised,procumbent/procumbent%5:00:00:unerect:00/having stems that trail along the ground without putting down roots,semi-climbing/semi-climbing%5:00:00:erect:00/of plants that are semi-climbers,semi-erect/semi-erect%5:00:00:erect:00/of plants that are partly erect
animateness,animateness_1:07:00::_the property of being animated; having animal life as distinguished from plant life,inanimate/inanimate%3:00:01::/not endowed with life,animate/animate%3:00:01::/endowed with animal life as distinguished from plant life,nonconscious/nonconscious%5:00:00:inanimate:01/relating to the lack of consciousness of inanimate things,,,,,,,,,,,,,,,,,
length,length_1:07:00::_the linear extent in space from one end to the other; the longest dimension of something that is fixed in place,long/long%3:00:01::/primarily spatial sense; of relatively great or greater than average spatial extension or extension as specified,far/far%5:00:00:long:01/being of a considerable distance or length,close/close%5:00:00:short:01/used of hair or haircuts,short/short%3:00:01::/(primarily spatial sense) having little length or lacking in length,brief/brief%5:00:00:short:01/(of clothing) very short,extended/extended%5:00:00:long:01/drawn out or made longer spatially,long-range/long-range%5:00:00:long:01/suitable for or reaching long distances,stretch/stretch%5:00:00:long:01/having an elongated seating area,elongated/elongated%5:00:00:long:01/having notably more length than width; being long and slender,stubby/stubby%5:00:00:short:01/short and blunt,truncated/truncated%5:00:00:short:01/terminating abruptly by having or as if having an end or point cut off,oblong/oblong%5:00:00:long:01/deviating from a square or circle or sphere by being elongated in one direction,short-range/short-range%5:00:00:short:01/limited to short distances,curtal/curtal%5:00:00:short:01/(obsolete) cut short,lank/lank%5:00:00:long:01/long and thin and often limp,long-handled/long-handled%5:00:00:long:01/having a long handle,long-snouted/long-snouted%5:00:00:long:01/having a snout that is longer than average,long-staple/long-staple%5:00:00:long:01/having relatively long fibers,long-wool/long-wool%5:00:00:long:01/(of sheep) having relatively long wool,polysyllabic/polysyllabic%5:00:00:long:01/(of words) long and ponderous; having many syllables
originality,originality_1:07:00::_the quality of being new and original (not derived from something else),new/new%5:00:02:original:00/(of a new kind or fashion) gratuitously new,cold/cold%5:00:00:unoriginal:00/lacking originality or spontaneity; no longer new,stock/stock%5:00:00:unoriginal:00/repeated too often; overfamiliar through overuse,original/original%3:00:00::/being or productive of something fresh and unusual; or being as first made or thought of,daring/daring%5:00:00:original:00/radically new or original,ready-made/ready-made%5:00:00:unoriginal:00/repeated regularly without thought or originality,freehand/freehand%5:00:00:original:00/done by hand without mechanical aids or devices,corny/corny%5:00:00:unoriginal:00/dull and tiresome but with pretensions of significance or originality,germinal/germinal%5:00:00:original:00/containing seeds of later development,slavish/slavish%5:00:00:unoriginal:00/blindly imitative,groundbreaking/groundbreaking%5:00:00:original:00/being or producing something like nothing done or experienced or created before,underivative/underivative%5:00:00:original:00/not derivative or imitative,unoriginal/unoriginal%3:00:00::/not original; not being or productive of something fresh and unusual,,,,,,,
comprehensiveness,comprehensiveness_1:26:00::_completeness over a broad scope,general/general%5:00:00:comprehensive:00/of worldwide scope or applicability,large/large%5:00:00:comprehensive:00/having broad power and range and scope,wide/wide%5:00:00:comprehensive:00/broad in scope or content,comprehensive/comprehensive%3:00:00::/including all or everything,statewide/statewide%5:00:00:comprehensive:00/occurring or extending throughout a state,super/super%5:00:00:comprehensive:00/including more than a specified category,umbrella/umbrella%5:00:00:comprehensive:00/covering or applying simultaneously to a number of similar items or elements or groups,nationwide/nationwide%5:00:00:comprehensive:00/occurring or extending throughout a country or nation,plenary/plenary%5:00:00:comprehensive:00/full in all respects,all-round/all-round%5:00:00:comprehensive:00/many-sided,citywide/citywide%5:00:00:comprehensive:00/occurring or extending throughout a city,door-to-door/door-to-door%5:00:00:comprehensive:00/omitting no one; from the door of one house to that of the next,encyclopedic/encyclopedic%5:00:00:comprehensive:00/broad in scope or content,countywide/countywide%5:00:00:comprehensive:00/occurring or extending throughout a county,omnibus/omnibus%5:00:00:comprehensive:00/providing for many things at once,schoolwide/schoolwide%5:00:00:comprehensive:00/occurring or extending throughout a school,spaciotemporal/spaciotemporal%5:00:00:comprehensive:00/existing in both space and time; having both spatial extension and temporal duration,,,
cowardice,cowardice_1:07:00::_the trait of lacking courage,yellow/yellow%5:00:00:cowardly:00/easily frightened,faint/faint%5:00:00:cowardly:00/lacking conviction or boldness or courage,fearful/fearful%3:00:04::/lacking courage; ignobly timid and faint-hearted,craven/craven%5:00:00:cowardly:00/lacking even the rudiments of courage; abjectly fearful,caitiff/caitiff%5:00:00:cowardly:00/despicably mean and cowardly,dastard/dastard%5:00:00:cowardly:00/despicably cowardly,funky/funky%5:00:00:cowardly:00/in a state of cowardly fright,poltroon/poltroon%5:00:00:cowardly:00/characterized by complete cowardliness,poor-spirited/poor-spirited%5:00:00:cowardly:00/lacking in courage and manly strength and resolution; contemptibly fearful,,,,,,,,,,,
Confederacy,confederacy_1:15:00::_the southern states that seceded from the United States in 1861,south/south%3:00:00::/situated in or facing or moving toward or coming from the south,southern/southern%5:00:01:south:00/from the south; used especially of wind,gray/gray%5:00:00:southern:02/used to signify the Confederate forces in the American Civil War (who wore grey uniforms),southeast/southeast%5:00:02:south:00/coming from the southeast,southwest/southwest%5:00:02:south:00/coming from the southwest,southward/southward%5:00:00:south:00/moving toward the south,south-central/south-central%5:00:00:south:00/situated in the southern part of a centrally located area in some geographical region,Confederate/confederate%5:00:00:southern:02/of or having to do with the southern Confederacy during the American Civil War,southeastward/southeastward%5:00:00:south:00/toward the southeast,southernmost/southernmost%5:00:00:south:00/situated farthest south,southwestward/southwestward%5:00:00:south:00/toward the southwest,,,,,,,,,
dispensability,dispensability_1:07:00::_the quality possessed by something that you can get along without,critical/critical%5:00:00:indispensable:00/urgently needed; absolutely necessary,indispensable/indispensable%3:00:00::/not to be dispensed with; essential,dispensable/dispensable%3:00:00::/capable of being dispensed with or done without,,,,,,,,,,,,,,,,,
felicity,felicity_1:07:00::_pleasing and appropriate manner or style (especially manner or style of expression),happy/happy%5:00:00:felicitous:00/well expressed and to the point,unfortunate/unfortunate%5:00:00:infelicitous:00/unsuitable or regrettable,awkward/awkward%5:00:00:infelicitous:00/not elegant or graceful in expression,congratulatory/congratulatory%5:00:00:felicitous:00/expressive of sympathetic pleasure or joy on account of someone's success or good fortune,felicitous/felicitous%3:00:00::/exhibiting an agreeably appropriate manner or style,well-wishing/well-wishing%5:00:00:felicitous:00/extending good wishes for success,infelicitous/infelicitous%3:00:00::/not appropriate in application; defective,well-turned/well-turned%5:00:00:felicitous:00/(of language) aptly and pleasingly expressed,,,,,,,,,,,,
conspicuousness,conspicuousness_1:07:00::_high visibility,large/large%5:00:00:conspicuous:00/conspicuous in position or importance,marked/marked%5:00:00:conspicuous:00/singled out for notice or especially for a dire fate,gross/gross%5:00:00:conspicuous:00/conspicuously and outrageously bad or reprehensible,prominent/prominent%5:00:00:conspicuous:00/having a quality that thrusts itself into attention,bold/bold%5:00:00:conspicuous:00/clear and distinct,obscure/obscure%5:00:00:inconspicuous:00/not drawing attention,featured/featured%5:00:00:conspicuous:00/made a feature or highlight; given prominence,invisible/invisible%3:00:04::/not prominent or readily noticeable,conspicuous/conspicuous%3:00:00::/obvious to the eye or mind,attention-getting/attention-getting%5:00:00:conspicuous:00/seizing the attention,in_evidence/in_evidence%5:00:00:conspicuous:00/clearly to be seen,,,,,,,,,
sentience,sentience_1:07:00::_the readiness to perceive sensations; elementary or undifferentiated consciousness,sentient/sentient%3:00:00::/endowed with feeling and unstructured consciousness,insensate/insensate%3:00:02::/devoid of feeling and consciousness and animation,sensate/sensate%5:00:00:sentient:00/having physical sensation,unfeeling/unfeeling%5:00:00:insentient:00/devoid of feeling or sensation,,,,,,,,,,,,,,,,
position,position_1:07:00::_the spatial property of a place where or way in which something is situated,out/out%5:00:00:outer:00/outer or outlying,back/back%5:00:00:posterior:00/located at or near the back of an animal,outside/outside%5:00:00:exterior:00/leading to or from the outside,inside/inside%5:00:00:inner:00/away from the outer edge,interior/interior%5:00:00:internal:00/inside and toward a center,internal/internal%3:00:00::/happening or arising or located within some limits or especially surface,inner/inner%5:00:00:internal:00/inside or closer to the inside of the body,external/external%3:00:00::/happening or arising or located outside or beyond some limits or especially surface,exterior/exterior%3:00:00::/situated in or suitable for the outdoors or outside of a building,satellite/satellite%5:00:00:outer:00/surrounding and dominated by a central authority or power,posterior/posterior%3:00:00::/located at or near or behind a part or near the end of a structure,anterior/anterior%3:00:00::/of or near the head end or toward the front plane of a body,intrinsic/intrinsic%5:00:00:internal:00/situated within or belonging solely to the organ or body part on which it acts,indoor/indoor%5:00:00:interior:00/within doors,frontal/frontal%5:00:01:anterior:00/belonging to the front part,innermost/innermost%5:00:00:inner:00/situated or occurring farthest within,caudal/caudal%5:00:00:posterior:00/situated in or directed toward the part of the body from which the tail arises,internecine/internecine%5:00:00:internal:00/(of conflict) within a group or organization,outermost/outermost%5:00:00:outer:00/situated at the farthest possible point from a center,prefrontal/prefrontal%5:00:00:anterior:00/anterior to a frontal structure
independence,independence_1:26:00::_freedom from control or influence of another or others,individual/individual%5:00:00:independent:00/separate and distinct from others of the same kind,independent/independent%3:00:00::/free from external control and constraint,"dependent/dependent%3:00:00::/relying on or requiring a person or thing for support, supply, or what is needed",helpless/helpless%5:00:00:dependent:00/unable to manage independently,interdependent/interdependent%5:00:00:dependent:00/mutually dependent,self-sustaining/self-sustaining%5:00:00:independent:00/able to provide for your own needs without help from others,unconditional/unconditional%5:00:00:independent:00/not contingent; not determined or influenced by someone or something else,self-reliant/self-reliant%5:00:00:independent:00/(of persons) free from external control and constraint in e.g. action and judgment,parasitic/parasitic%5:00:00:dependent:00/of plants or persons; having the nature or habits of a parasite or leech; living off another,breakaway/breakaway%5:00:00:independent:00/having separated or advocating separation from another entity or policy or attitude,single-handed/single-handed%5:00:00:independent:00/without help from others,autarkic/autarkic%5:00:00:independent:00/of countries; not relying on imports,autonomous/autonomous%5:00:02:independent:00/existing as an independent entity,babelike/babelike%5:00:00:dependent:00/like a baby especially in dependence,"commutative/commutative%5:00:00:independent:00/(of a binary operation) independent of order; as in e.g. ""a x b = b x a""",free-living/free-living%5:00:00:independent:00/not parasitic on another organism,indie/indie%5:00:00:independent:00/(of pop groups) not affiliated with a major recording company,myrmecophilous/myrmecophilous%5:00:00:dependent:00/living symbiotically with ants,reliant/reliant%5:00:00:dependent:00/relying on another for support,self-supporting/self-supporting%5:00:00:independent:00/financially independent
